filename,action,close
1.aame.us.png,1.0,3.5871
2.aame.us.png,0.0,3.6763
3.aame.us.png,0.0,3.6763
4.aame.us.png,1.0,3.597
5.aame.us.png,-1.0,3.6069
6.aame.us.png,1.0,3.5375
7.aame.us.png,-1.0,3.6168
8.aame.us.png,1.0,3.5277
9.aame.us.png,-1.0,3.6366
10.aame.us.png,1.0,3.6168
11.aame.us.png,0.0,3.6664
12.aame.us.png,0.0,3.6664
13.aame.us.png,0.0,3.6664
14.aame.us.png,0.0,3.6664
15.aame.us.png,0.0,3.6664
16.aame.us.png,0.0,3.6366
17.aame.us.png,0.0,3.6168
18.aame.us.png,0.0,3.6168
19.aame.us.png,-1.0,3.6664
20.aame.us.png,1.0,3.6268
21.aame.us.png,0.0,3.6366
22.aame.us.png,0.0,3.6664
23.aame.us.png,0.0,3.6862
24.aame.us.png,0.0,3.6862
25.aame.us.png,1.0,3.6664
26.aame.us.png,-1.0,3.6862
27.aame.us.png,0.0,3.6763
28.aame.us.png,0.0,3.6466
29.aame.us.png,0.0,3.6466
30.aame.us.png,1.0,3.6069
31.aame.us.png,-1.0,3.6168
32.aame.us.png,1.0,3.5673
33.aame.us.png,0.0,3.597
34.aame.us.png,-1.0,3.6168
35.aame.us.png,0.0,3.5673
36.aame.us.png,0.0,3.5475
37.aame.us.png,0.0,3.5475
38.aame.us.png,1.0,3.4567
39.aame.us.png,-1.0,3.4979
40.aame.us.png,1.0,3.3493
41.aame.us.png,-1.0,3.488
42.aame.us.png,1.0,3.4781
43.aame.us.png,-1.0,3.5673
44.aame.us.png,0.0,3.5573
45.aame.us.png,0.0,3.488
46.aame.us.png,1.0,3.3295
47.aame.us.png,0.0,3.4682
48.aame.us.png,-1.0,3.5079
49.aame.us.png,1.0,3.3889
50.aame.us.png,0.0,3.5425
51.aame.us.png,-1.0,3.5573
52.aame.us.png,0.0,3.4682
53.aame.us.png,0.0,3.4186
54.aame.us.png,0.0,3.3592
55.aame.us.png,1.0,3.3295
56.aame.us.png,-1.0,3.6862
57.aame.us.png,1.0,3.6564
58.aame.us.png,0.0,3.7259
59.aame.us.png,0.0,3.7655
60.aame.us.png,0.0,3.924
61.aame.us.png,0.0,3.9637
62.aame.us.png,0.0,3.9637
63.aame.us.png,-1.0,4.0132
64.aame.us.png,1.0,4.0033
65.aame.us.png,-1.0,4.0132
66.aame.us.png,1.0,4.0033
67.aame.us.png,0.0,4.0132
68.aame.us.png,-1.0,4.0528
69.aame.us.png,1.0,3.9439
70.aame.us.png,-1.0,4.2312
71.aame.us.png,1.0,4.0924
72.aame.us.png,0.0,4.1134
73.aame.us.png,0.0,4.2114
74.aame.us.png,0.0,4.2114
75.aame.us.png,0.0,4.2114
76.aame.us.png,0.0,4.2114
77.aame.us.png,0.0,4.2411
78.aame.us.png,0.0,4.251
79.aame.us.png,-1.0,4.2609
80.aame.us.png,1.0,4.1915
81.aame.us.png,-1.0,4.2609
82.aame.us.png,1.0,4.2114
83.aame.us.png,-1.0,4.2609
84.aame.us.png,1.0,4.251
85.aame.us.png,-1.0,4.3997
86.aame.us.png,1.0,4.3699
87.aame.us.png,-1.0,4.7712
88.aame.us.png,1.0,4.6922
89.aame.us.png,-1.0,4.7762
90.aame.us.png,0.0,4.7068
91.aame.us.png,0.0,4.7068
92.aame.us.png,-1.0,4.9546
93.aame.us.png,0.0,4.8654
94.aame.us.png,1.0,4.796
95.aame.us.png,-1.0,4.8951
96.aame.us.png,1.0,4.6672
97.aame.us.png,0.0,4.8455
98.aame.us.png,-1.0,4.915
99.aame.us.png,1.0,4.8257
100.aame.us.png,-1.0,4.8555
101.aame.us.png,0.0,4.6474
102.aame.us.png,0.0,4.5582
103.aame.us.png,0.0,4.5582
104.aame.us.png,-1.0,4.7564
105.aame.us.png,0.0,4.7366
106.aame.us.png,0.0,4.7366
107.aame.us.png,1.0,4.7068
108.aame.us.png,-1.0,4.7168
109.aame.us.png,0.0,4.7068
110.aame.us.png,0.0,4.7068
111.aame.us.png,0.0,4.7266
112.aame.us.png,-1.0,4.9348
113.aame.us.png,0.0,4.8555
114.aame.us.png,0.0,4.697
115.aame.us.png,0.0,4.697
116.aame.us.png,-1.0,4.7068
117.aame.us.png,0.0,4.697
118.aame.us.png,0.0,4.697
119.aame.us.png,1.0,4.6474
120.aame.us.png,0.0,4.697
121.aame.us.png,0.0,4.697
122.aame.us.png,1.0,4.6771
123.aame.us.png,0.0,4.687
124.aame.us.png,-1.0,4.697
125.aame.us.png,1.0,4.6771
126.aame.us.png,-1.0,4.9348
127.aame.us.png,1.0,4.8257
128.aame.us.png,-1.0,4.9446
129.aame.us.png,0.0,4.796
130.aame.us.png,1.0,4.5284
131.aame.us.png,-1.0,4.6573
132.aame.us.png,0.0,4.5384
133.aame.us.png,0.0,4.4195
134.aame.us.png,1.0,4.2223
135.aame.us.png,0.0,4.2412
136.aame.us.png,0.0,4.3501
137.aame.us.png,0.0,4.3749
138.aame.us.png,0.0,4.4095
139.aame.us.png,-1.0,4.5681
140.aame.us.png,1.0,3.8943
141.aame.us.png,0.0,4.1817
142.aame.us.png,0.0,4.2411
143.aame.us.png,-1.0,4.2946
144.aame.us.png,1.0,4.2213
145.aame.us.png,0.0,4.2312
146.aame.us.png,-1.0,4.4095
147.aame.us.png,1.0,4.3204
148.aame.us.png,0.0,4.4491
149.aame.us.png,0.0,4.454
150.aame.us.png,0.0,4.4591
151.aame.us.png,0.0,4.4591
152.aame.us.png,0.0,4.4591
153.aame.us.png,0.0,4.4591
154.aame.us.png,1.0,4.36
155.aame.us.png,0.0,4.4591
156.aame.us.png,0.0,4.4591
157.aame.us.png,0.0,4.2609
158.aame.us.png,1.0,4.1519
159.aame.us.png,-1.0,4.3402
160.aame.us.png,1.0,3.9537
161.aame.us.png,0.0,4.0112
162.aame.us.png,0.0,4.033
163.aame.us.png,-1.0,4.2906
164.aame.us.png,0.0,4.2609
165.aame.us.png,0.0,4.1619
166.aame.us.png,1.0,4.1321
167.aame.us.png,0.0,4.1421
168.aame.us.png,-1.0,4.2411
169.aame.us.png,1.0,3.9835
170.aame.us.png,0.0,4.1222
171.aame.us.png,0.0,4.1246
172.aame.us.png,-1.0,4.2213
173.aame.us.png,0.0,4.1914
174.aame.us.png,1.0,4.1123
175.aame.us.png,0.0,4.1222
176.aame.us.png,-1.0,4.3402
177.aame.us.png,0.0,4.1717
178.aame.us.png,0.0,4.1619
179.aame.us.png,1.0,3.8943
180.aame.us.png,-1.0,4.0429
181.aame.us.png,1.0,3.8844
182.aame.us.png,0.0,4.1024
183.aame.us.png,0.0,4.1421
184.aame.us.png,0.0,4.4095
185.aame.us.png,-1.0,4.8555
186.aame.us.png,1.0,4.7663
187.aame.us.png,0.0,4.8059
188.aame.us.png,-1.0,4.8555
189.aame.us.png,0.0,4.8057
190.aame.us.png,0.0,4.6067
191.aame.us.png,1.0,4.5371
192.aame.us.png,0.0,4.6863
193.aame.us.png,-1.0,4.6963
194.aame.us.png,0.0,4.5172
195.aame.us.png,1.0,4.1888
196.aame.us.png,0.0,4.3878
197.aame.us.png,0.0,4.4575
198.aame.us.png,0.0,4.5172
199.aame.us.png,0.0,4.5918
200.aame.us.png,-1.0,4.6018
201.aame.us.png,0.0,4.2187
202.aame.us.png,0.0,4.2187
203.aame.us.png,0.0,4.1888
204.aame.us.png,0.0,4.159
205.aame.us.png,1.0,4.0993
206.aame.us.png,-1.0,4.3580000000000005
207.aame.us.png,0.0,4.159
208.aame.us.png,1.0,4.0893
209.aame.us.png,-1.0,4.0993
210.aame.us.png,0.0,3.9346
211.aame.us.png,0.0,3.8506
212.aame.us.png,0.0,3.5123
213.aame.us.png,1.0,3.3332
214.aame.us.png,-1.0,3.3983
215.aame.us.png,0.0,3.3325
216.aame.us.png,1.0,3.3033
217.aame.us.png,0.0,3.3332
218.aame.us.png,0.0,3.3332
219.aame.us.png,-1.0,3.4725
220.aame.us.png,1.0,3.4227
221.aame.us.png,0.0,3.5421
222.aame.us.png,-1.0,3.6615
223.aame.us.png,1.0,3.6317
224.aame.us.png,-1.0,3.6516
225.aame.us.png,0.0,3.6216
226.aame.us.png,0.0,3.6158
227.aame.us.png,0.0,3.5223
228.aame.us.png,0.0,3.515
