filename,action,close
1.aaba.us.png,1.0,40.47
2.aaba.us.png,0.0,40.63
3.aaba.us.png,-1.0,40.96
4.aaba.us.png,0.0,40.91
5.aaba.us.png,1.0,40.51
6.aaba.us.png,-1.0,40.73
7.aaba.us.png,1.0,40.65
8.aaba.us.png,0.0,40.94
9.aaba.us.png,-1.0,41.06
10.aaba.us.png,0.0,40.06
11.aaba.us.png,1.0,38.91
12.aaba.us.png,0.0,39.29
13.aaba.us.png,0.0,39.33
14.aaba.us.png,-1.0,39.38
15.aaba.us.png,0.0,38.61
16.aaba.us.png,0.0,38.23
17.aaba.us.png,1.0,37.23
18.aaba.us.png,0.0,37.61
19.aaba.us.png,0.0,37.92
20.aaba.us.png,-1.0,38.76
21.aaba.us.png,0.0,38.63
22.aaba.us.png,1.0,38.38
23.aaba.us.png,0.0,38.91
24.aaba.us.png,-1.0,39.68
25.aaba.us.png,1.0,39.54
26.aaba.us.png,-1.0,39.73
27.aaba.us.png,0.0,39.24
28.aaba.us.png,0.0,39.21
29.aaba.us.png,0.0,38.85
30.aaba.us.png,0.0,37.83
31.aaba.us.png,0.0,37.72
32.aaba.us.png,0.0,37.67
33.aaba.us.png,0.0,37.42
34.aaba.us.png,1.0,36.67
35.aaba.us.png,0.0,36.69
36.aaba.us.png,0.0,37.12
37.aaba.us.png,-1.0,37.25
38.aaba.us.png,1.0,36.46
39.aaba.us.png,0.0,36.67
40.aaba.us.png,-1.0,37.15
41.aaba.us.png,0.0,36.03
42.aaba.us.png,1.0,34.49
43.aaba.us.png,0.0,35.93
44.aaba.us.png,-1.0,36.24
45.aaba.us.png,0.0,36.1
46.aaba.us.png,0.0,35.69
47.aaba.us.png,0.0,35.19
48.aaba.us.png,0.0,34.1
49.aaba.us.png,0.0,32.93
50.aaba.us.png,1.0,31.31
51.aaba.us.png,0.0,31.74
52.aaba.us.png,0.0,32.52
53.aaba.us.png,-1.0,33.69
54.aaba.us.png,0.0,33.14
55.aaba.us.png,0.0,32.24
56.aaba.us.png,1.0,31.6
57.aaba.us.png,0.0,31.77
58.aaba.us.png,-1.0,32.54
59.aaba.us.png,0.0,31.58
60.aaba.us.png,1.0,30.9
61.aaba.us.png,-1.0,31.52
62.aaba.us.png,1.0,31.15
63.aaba.us.png,-1.0,31.43
64.aaba.us.png,1.0,30.32
65.aaba.us.png,0.0,31.04
66.aaba.us.png,-1.0,31.4
67.aaba.us.png,0.0,30.93
68.aaba.us.png,1.0,30.74
69.aaba.us.png,-1.0,31.17
70.aaba.us.png,0.0,30.4
71.aaba.us.png,0.0,29.74
72.aaba.us.png,0.0,29.34
73.aaba.us.png,0.0,29.13
74.aaba.us.png,1.0,27.6
75.aaba.us.png,0.0,28.26
76.aaba.us.png,0.0,28.91
77.aaba.us.png,0.0,28.91
78.aaba.us.png,0.0,30.71
79.aaba.us.png,0.0,30.85
80.aaba.us.png,0.0,30.95
81.aaba.us.png,0.0,31.87
82.aaba.us.png,0.0,32.37
83.aaba.us.png,0.0,32.52
84.aaba.us.png,-1.0,32.86
85.aaba.us.png,0.0,32.34
