filename,action,close
1.aaap.us.png,1.0,37.21
2.aaap.us.png,-1.0,37.55
3.aaap.us.png,1.0,37.43
4.aaap.us.png,0.0,38.0
5.aaap.us.png,0.0,38.0
6.aaap.us.png,-1.0,38.01
7.aaap.us.png,1.0,37.86
8.aaap.us.png,-1.0,38.08
9.aaap.us.png,0.0,37.78
10.aaap.us.png,0.0,36.88
11.aaap.us.png,0.0,36.87
12.aaap.us.png,0.0,36.75
13.aaap.us.png,0.0,36.7
14.aaap.us.png,1.0,36.03
15.aaap.us.png,-1.0,36.3
16.aaap.us.png,0.0,36.18
17.aaap.us.png,0.0,36.18
18.aaap.us.png,0.0,36.18
19.aaap.us.png,0.0,36.56
20.aaap.us.png,0.0,36.72
21.aaap.us.png,0.0,38.32
22.aaap.us.png,0.0,38.51
23.aaap.us.png,-1.0,39.21
24.aaap.us.png,0.0,38.845
25.aaap.us.png,0.0,38.52
26.aaap.us.png,0.0,37.78
27.aaap.us.png,0.0,37.47
28.aaap.us.png,1.0,35.54
29.aaap.us.png,0.0,35.61
30.aaap.us.png,0.0,36.48
31.aaap.us.png,-1.0,36.51
32.aaap.us.png,1.0,36.41
33.aaap.us.png,-1.0,36.65
34.aaap.us.png,1.0,36.05
35.aaap.us.png,-1.0,36.13
36.aaap.us.png,1.0,36.06
37.aaap.us.png,0.0,36.76
38.aaap.us.png,0.0,37.0
39.aaap.us.png,0.0,37.3
40.aaap.us.png,0.0,37.9
41.aaap.us.png,0.0,39.36
42.aaap.us.png,0.0,39.64
43.aaap.us.png,-1.0,39.89
44.aaap.us.png,0.0,38.96
45.aaap.us.png,1.0,37.69
46.aaap.us.png,-1.0,39.09
47.aaap.us.png,1.0,38.81
48.aaap.us.png,0.0,39.04
49.aaap.us.png,-1.0,39.17
50.aaap.us.png,0.0,38.94
51.aaap.us.png,0.0,38.8
52.aaap.us.png,1.0,38.51
53.aaap.us.png,0.0,39.49
54.aaap.us.png,0.0,39.69
55.aaap.us.png,-1.0,40.43
56.aaap.us.png,0.0,40.12
57.aaap.us.png,0.0,39.88
58.aaap.us.png,0.0,39.86
59.aaap.us.png,1.0,39.84
60.aaap.us.png,0.0,40.57
61.aaap.us.png,0.0,41.13
62.aaap.us.png,0.0,41.39
63.aaap.us.png,-1.0,42.67
64.aaap.us.png,1.0,41.85
65.aaap.us.png,-1.0,42.49
66.aaap.us.png,1.0,42.34
67.aaap.us.png,0.0,47.2
68.aaap.us.png,0.0,47.78
69.aaap.us.png,-1.0,50.98
70.aaap.us.png,1.0,48.06
71.aaap.us.png,0.0,48.95
72.aaap.us.png,0.0,49.12
73.aaap.us.png,-1.0,49.5
74.aaap.us.png,1.0,48.61
75.aaap.us.png,-1.0,50.0
76.aaap.us.png,1.0,48.76
77.aaap.us.png,0.0,48.91
78.aaap.us.png,0.0,49.25
79.aaap.us.png,0.0,49.25
80.aaap.us.png,-1.0,49.47
81.aaap.us.png,0.0,48.7
82.aaap.us.png,1.0,48.42
83.aaap.us.png,0.0,48.65
84.aaap.us.png,0.0,48.65
85.aaap.us.png,1.0,48.59
86.aaap.us.png,-1.0,48.9
87.aaap.us.png,1.0,48.66
88.aaap.us.png,-1.0,48.82
89.aaap.us.png,0.0,48.4
90.aaap.us.png,0.0,48.4
91.aaap.us.png,-1.0,48.97
92.aaap.us.png,1.0,46.72
93.aaap.us.png,-1.0,50.23
94.aaap.us.png,1.0,49.5
95.aaap.us.png,-1.0,50.12
96.aaap.us.png,1.0,49.68
97.aaap.us.png,-1.0,52.75
98.aaap.us.png,1.0,52.32
99.aaap.us.png,0.0,54.4
100.aaap.us.png,-1.0,56.94
101.aaap.us.png,1.0,56.47
102.aaap.us.png,0.0,57.63
103.aaap.us.png,-1.0,57.7
104.aaap.us.png,0.0,57.64
105.aaap.us.png,0.0,57.15
106.aaap.us.png,1.0,55.05
107.aaap.us.png,0.0,56.05
108.aaap.us.png,0.0,58.3
109.aaap.us.png,0.0,59.76
110.aaap.us.png,0.0,65.1
111.aaap.us.png,-1.0,67.8
112.aaap.us.png,1.0,65.11
113.aaap.us.png,0.0,65.41
114.aaap.us.png,0.0,65.74
115.aaap.us.png,0.0,69.18
116.aaap.us.png,-1.0,70.71
117.aaap.us.png,1.0,66.68
118.aaap.us.png,0.0,66.74
119.aaap.us.png,0.0,67.13
120.aaap.us.png,0.0,68.53
121.aaap.us.png,0.0,68.69
122.aaap.us.png,0.0,71.06
123.aaap.us.png,-1.0,71.24
124.aaap.us.png,1.0,70.65
125.aaap.us.png,0.0,72.64
126.aaap.us.png,-1.0,73.56
127.aaap.us.png,1.0,71.71
128.aaap.us.png,-1.0,74.49
129.aaap.us.png,0.0,73.87
130.aaap.us.png,1.0,68.99
131.aaap.us.png,0.0,72.91
132.aaap.us.png,0.0,80.5
133.aaap.us.png,0.0,81.0
134.aaap.us.png,-1.0,81.03
135.aaap.us.png,0.0,81.0
136.aaap.us.png,0.0,80.99
137.aaap.us.png,1.0,80.96
138.aaap.us.png,-1.0,81.0
139.aaap.us.png,1.0,80.93
140.aaap.us.png,-1.0,81.0
